Name,City
Mangatainoka School,Mangatainoka
Maoribank School,Upper Hutt
Maraeroa School,Porirua
Holy Cross School (Miramar),Wellington
Martinborough School,Martinborough
Masterton Intermediate,Masterton
Mauriceville School,Mauriceville
Mayfield School (Blenheim),Blenheim
Miramar Central School,Wellington
Miramar North School,Wellington
Mt Cook School (Wellington),Wellington
Muritai School,Lower Hutt
Naenae Intermediate,Lower Hutt
Naenae School,Lower Hutt
Natone Park School,Porirua
Newlands Intermediate,Wellington
Newlands School,Wellington
Newtown School,Wellington
Ngaio School,Wellington
Ngati Toa School,Porirua
Normandale School,Lower Hutt
Northland School,Wellington
Ohau School,Levin
Opaki School,Masterton
Opiki School,Palmerston North
Otaki School,Otaki
Our Lady of Rosary School (Waiwhetu),Lower Hutt
Owhiro Bay School,Wellington
Oxford Crescent School,Upper Hutt
Paekakariki School,Paekakariki
Pahiatua School,Pahiatua
Papakowhai School,Porirua
Paparangi School,Wellington
Paraparaumu Beach School,Paraparaumu Beach
Paraparaumu School,Paraparaumu
Paremata School,Porirua
Pauatahanui School,Porirua
Petone Central School,Lower Hutt
Picton School,Picton
Pinehaven School,Upper Hutt
Pirinoa School,Pirinoa
Plateau School,Upper Hutt
Plimmerton School,Porirua
Pomare School,Lower Hutt
Pongaroa School,Pongaroa
Porirua East School,Porirua
Porirua School,Porirua
Poroutawhao School,Levin
Postgate School,Porirua
Pukerua Bay School,Porirua
Maungaraki School,Lower Hutt
Randwick School,Lower Hutt
Rangikura School,Porirua
Rapaura School,Rapaura
Raroa Normal Intermediate,Wellington
Rata Street School,Lower Hutt
Raumati Beach School,Raumati Beach
Raumati South School,Raumati South
Redwood School (Tawa),Wellington
Redwoodtown School,Blenheim
Renwick School,Renwick
Rewa Rewa School,Wellington
Ridgway School,Wellington
Riverlands School,Blenheim
Roseneath School,Wellington
Russell School (Porirua East),Porirua
Sacred Heart School (Petone),Lower Hutt
Sacred Heart Cathedral School,Wellington
San Antonio School (Eastbourne),Lower Hutt
Seatoun School,Wellington
Seddon School,Seddon
Shannon School,Shannon
Silverstream School,Upper Hutt
Solway School,Masterton
South End School,Carterton
South Featherston School,Featherston
South Wellington Intermediate,Wellington
Spring Creek School,Spring Creek
Springlands School,Blenheim
St Annes School (Newtown),Wellington
St Anthony's School (Pahiatua),Pahiatua
St Anthony's School (Seatoun),Wellington
St Benedict's School (Khandallah),Wellington
St Bernadette's School (Naenae),Lower Hutt
St Bernard's School (Brooklyn),Wellington
St Brendan's School (Heretaunga),Upper Hutt
St Brigids School (Johnsonville),Wellington
St Francis De Sales School (Is.Bay),Wellington
St Francis Xavier School (Tawa),Wellington
St Joseph's School (Levin),Levin
St Joseph's School (Picton),Picton
St Joseph's School (Upper Hutt),Upper Hutt
St Mary's School (Blenheim),Blenheim
St Mary's School (Carterton),Carterton
St Michael's School (Taita),Lower Hutt
St Patrick's School (Masterton),Masterton
Our Lady of Kapiti School,Paraparaumu
St Claudine Thevenet School,Lower Hutt
St Patrick's School (Kilbirnie),Wellington
St Peter Chanel School (Otaki),Otaki
Sts Peter and Paul School (L.Hutt),Lower Hutt
St Pius X School (Titahi Bay),Porirua
St Teresa's School (Featherston),Featherston
St Teresa's School (Karori),Wellington
St Theresa's School (Plimmerton),Porirua
Tairangi School,Porirua
Taita Central School,Lower Hutt
Avalon Intermediate,Lower Hutt
Taitoko School,Levin
Tawa Intermediate,Wellington
Tawa School,Wellington
Tawhai School,Lower Hutt
Te Aro School,Wellington
Te Horo School (Otaki),Otaki
Thorndon School,Wellington
Tinui School,Masterton
Titahi Bay Intermediate,Porirua
Titahi Bay North School,Porirua
Titahi Bay School,Porirua
Tokomaru School,Tokomaru
Totara Park School,Upper Hutt
Tua Marina School,Blenheim
Tui Glen School,Lower Hutt
Tuturumuri School,Martinborough
Upper Hutt School,Upper Hutt
Wadestown School,Wellington
Waikanae School,Waikanae
Waikawa Bay School,Picton
Wainuiomata Primary School,Lower Hutt
Wainuioru School,Masterton
Wairau Valley School (Blenheim),Blenheim
Waitaria Bay School,Picton
Waitohu School,Otaki
Ward School,Ward
Waterloo School,Lower Hutt
Whareama School,Masterton
Whitney Street School,Blenheim
Wilford School,Lower Hutt
Otari School,Wellington
Windley School,Porirua
Witherlea School,Blenheim
Worser Bay School,Wellington
TKKM o Te Hiringa,Tokoroa
Te Kura-a-iwi o Whakatupuranga Rua Mano,Otaki
TKKM o Waiuku,Waiuku
TKKM o Hurungaterangi,Rotorua
TKKM o Te Kotuku,Auckland
TKKM o Whangaroa,Northland
TKKM o Te Ara Hou,Napier
Te Wharekura o Manurewa,Auckland
TKKM o Pukemiro,Kaitaia
Te Wharekura o Te Rau Aroha,Waitoa
TKKM o Te Tonga o Hokianga,Whirinaki
Te Kura Kaupapa Maori o Taumarunui,Taumarunui
TKKM o Kawakawa mai Tawhiti,Hicks Bay
Appleby School,Tasman
Auckland Point School,Nelson
Birchwood School,Nelson
Brightwater School,Brightwater
Broadgreen Intermediate,Nelson
Brooklyn School (Motueka),Motueka
Canvastown School,Canvastown
Clifton Terrace School,Nelson
Dovedale School,Tasman
Enner Glynn School,Nelson
Granity School,Granity
Hampden Street School,Nelson
Henley School (Nelson),Richmond
Hira School,Nelson
Hope School,Hope
Inangahua Junction School,Inangahua Junction
Lake Rotoiti School,Nelson
Lower Moutere School,Lower Moutere
Mahana School,Mahana
Maitai School,Nelson
Mapua School,Mapua
Maruia School,Maruia
Motueka South School,Motueka
Motupipi School,Takaka
Nayland Primary School,Nelson
Nelson Central School,Nelson
Nelson Intermediate,Nelson
Ngatimoti School,Motueka
Parklands School (Motueka),Motueka
Ranzau School,Hope
Richmond School (Nelson),Nelson
Riwaka School,Riwaka
Sacred Heart School (Reefton),Reefton
St Canice's School (Westport),Westport
St Joseph's School (Nelson),Nelson
St Peter Chanel School (Motueka),Motueka
Stoke School,Nelson
Tahunanui School,Nelson
Central Takaka School,Takaka
Takaka Primary School,Takaka
Tasman School,Tasman
Upper Moutere School,Upper Moutere
Victory Primary School,Nelson
Waimea Intermediate,Richmond
Wakefield School,Wakefield
Westport North School,Westport
Westport South School,Westport
Sacred Heart School (Christchurch),Christchurch
Addington Te Kura Taumatua,Christchurch
Albury School,Albury
Allenton School,Ashburton
Allenvale Special School and Res Centre,Christchurch
Amberley School,Amberley
Arowhenua Maori School,Temuka
Ashburton Borough School,Ashburton
Ashburton Intermediate,Ashburton
Ashburton Netherby School,Ashburton
Ashgrove School,Rangiora
Ashley School,Rangiora
Avonhead School,Christchurch
Bamford School,Christchurch
Banks Avenue School,Christchurch
Barrytown School,Barrytown
Beckenham School,Christchurch
Belfast School,Christchurch
Bishopdale School,Christchurch
Blaketown School,Greymouth
Breens Intermediate,Christchurch
Broadfield School,Selwyn
Bromley School,Christchurch
Broomfield School,Amberley
Burnham School - Te Kura o Tiori,Burnham
Burnside Primary School,Christchurch
Cannington School,Cannington
Carew Peel Forest School,Carew
Casebrook Intermediate,Christchurch
Cashmere Primary School,Christchurch
Chertsey School,Ashburton
Chisnallwood Intermediate,Christchurch
Christ The King School (Burnside),Christchurch
Christchurch East School,Christchurch
Christchurch South Intermediate,Christchurch
Clarkville School,Kaiapoi
Cobden School,Greymouth
Cobham Intermediate,Christchurch
Cotswold School,Christchurch
Cust School,Cust
Darfield School,Darfield
Diamond Harbour School,Diamond Harbour
Dorie School,Ashburton
Dunsandel School,Leeston
Duvauchelle School,Duvauchelle
Elmwood Normal School,Christchurch
Fairlie School,Fairlie
Fairton School,Ashburton
Fendalton Open Air School,Christchurch
Ferndale School (Christchurch),Christchurch
Fernside School,Rangiora
Fox Glacier School,Fox Glacier
Franz Josef Glacier School,Franz Josef
Gilberthorpe School,Christchurch
Gleniti School,Timaru
Glenavy School,Waimate
Glentunnel School,Glentunnel
Governors Bay School,Governors Bay
Greendale School,Christchurch
Greta Valley School,Amberley
Greymouth Main School,Greymouth
Haast School,Haast
Halswell School,Christchurch
Hampstead School,Ashburton
Hanmer Springs School,Hanmer Springs
Hapuku School,Kaikoura
Harewood School,Christchurch
Heathcote Valley School,Christchurch
Heaton Normal Intermediate,Christchurch
Highfield School,Timaru
Hinds School,Ashburton
Hokitika School,Hokitika
Hoon Hay School,Christchurch
Hornby Primary School,Christchurch
Hororata School,Darfield
Ilam School,Christchurch
Isleworth School,Christchurch
Kaingaroa School (Chatham Islands),Chatham Islands
Kaiapoi Borough School,Kaiapoi
Kaiapoi North School,Kaiapoi
Kaikoura Primary School,Kaikoura
Kaikoura Suburban School,Kaikoura
Kaniere School,Hokitika
Karoro School,Greymouth
Kirkwood Intermediate,Christchurch
Kirwee Model School,Kirwee
Kokatahi-Kowhitirangi School,Hokitika
Kumara School,Kumara
Ladbrooks School,Ladbrooks
Lake Tekapo School,Lake Tekapo
Lauriston School,Ashburton
Leeston School,Leeston
Leithfield School,Amberley
Lincoln Primary School,Lincoln
Linwood Avenue School,Christchurch
Linwood North School,Christchurch
Little River School,Little River
Loburn School,Rangiora
Mairehau School,Christchurch
Makikihi School,Makikihi
Marshland School,Christchurch
Mayfield School (Mid-Canterbury),Ashburton
Merrin School,Christchurch
Methven School,Methven
Mt Somers Springburn School,Ashburton
Aoraki Mount Cook School,Mt Cook
Mt Pleasant School,Christchurch
New Brighton Catholic School (Chch),Christchurch
North Loburn School,Loburn North
Northcote School (Christchurch),Christchurch
Oaklands School,Christchurch
Ohoka School,Kaiapoi
Okains Bay School,Okains Bay
Omihi School,Hurunui
Opawa School,Christchurch
Our Lady of Assumption School (Chch),Christchurch
Our Lady of Snows School (Methven),Methven
Our Lady of Victories,Christchurch
Ouruhia Model School,Christchurch
Papanui School,Christchurch
Paparoa Street School,Christchurch
Parkview School,Christchurch
Paroa School (Greymouth),Greymouth
Pitt Island School,Chatham Islands
Pleasant Point Primary School,Pleasant Point
Prebbleton School,Prebbleton
Queenspark School,Christchurch
Rakaia School,Rakaia
Rangiora Borough School,Rangiora
Redcliffs School,Christchurch
Redwood School (Christchurch),Christchurch
Riccarton School,Christchurch
Rolleston School,Rolleston
Ross School,Ross
Rotherham School,Rotherham
Rowley Avenue School,Christchurch
Roydvale School,Christchurch
Runanga School,Runanga
Russley School,Christchurch
Sacred Heart School (Timaru),Timaru
Sefton School,Sefton
Sheffield Contributing School,Sheffield
Shirley Intermediate,Christchurch
Shirley School,Christchurch
Sockburn School,Christchurch
Somerfield School,Christchurch
South Hornby School,Christchurch
South New Brighton School,Christchurch
Southbridge School,Southbridge
Southbrook School,Rangiora
Spreydon School,Christchurch
Springfield School,Springfield
Springston School,Springston
St Albans Catholic School (Christchurch),Christchurch
St Albans School,Christchurch
St Andrew's School (Timaru),St Andrews
St Anne's School (Woolston),Christchurch
St Bernadette's School (Hornby),Christchurch
St James School (Aranui),Christchurch
St Joseph's School (Ashburton),Ashburton
St Joseph's School (Pleasant Point),Pleasant Point
St Joseph's School (Fairlie),Fairlie
St Joseph's School (Kaikoura),Kaikoura
St Joseph's School (Papanui),Christchurch
St Joseph's School (Temuka),Temuka
St Joseph's School (Timaru),Timaru
St Martins School,Christchurch
St Mary's School (Christchurch),Christchurch
St Mary's School (Hokitika),Hokitika
St Patrick's School (Bryndwr),Christchurch
St Patrick's School (Greymouth),Greymouth
St Patrick's School (Waimate),Waimate
St Patrick's School (Kaiapoi),Kaiapoi
St Peter's School (Beckenham),Christchurch
St Teresa's School (Riccarton),Christchurch
Our Lady Star of the Sea School (Christchurch),Christchurch
Sumner School,Christchurch
Swannanoa School,Rangiora
Tai Tapu School,Christchurch
Te One School,Chatham Islands
Waitaha School,Christchurch
Templeton School,Christchurch
Thorrington School,Christchurch
Tinwald School,Ashburton
Tuahiwi School,Kaiapoi
View Hill School,Christchurch
Waiau School,Waiau
Waihao Downs School,Waimate
Waikari School,Waikari
Pegasus Bay School,Pegasus
Waimairi School,Christchurch
Waimataitai School,Timaru
Waimate Centennial School,Waimate
Waimate Main School,Waimate
Waipara School,Waipara
Wairakei School (Christchurch),Christchurch
Waituna Creek School,Waimate
Wakanui School,Ashburton
Waltham School,Christchurch
Weedons School,Christchurch
West Eyreton School,Rangiora
West Melton School,West Melton
West Spreydon School,Christchurch
Westburn School,Christchurch
Wharenui School,Christchurch
Whataroa School,Whataroa
Longbeach School,Ashburton
Windwhistle School,Darfield
Woodbury School,Geraldine
Woodend School,Woodend
Yaldhurst Model School,Yaldhurst
Abbotsford School,Dunedin
Alexandra School,Alexandra
Andersons Bay School,Dunedin
Ardgowan School,Oamaru
Arthur Street School,Dunedin
Fenwick School,Oamaru
Balaclava School,Dunedin
Balclutha School,Balclutha
Balmacewen Intermediate,Dunedin
Bradford School,Dunedin
Broad Bay School,Dunedin
Brockville School,Dunedin
Clinton School,Clinton
Clutha Valley School,Greenfield
Clyde School,Clyde
Concord School,Dunedin
Cromwell Primary School,Cromwell
Dunedin North Intermediate,Dunedin
Duntroon School,Duntroon
East Taieri School,Mosgiel
Fairfield School (Dunedin),Dunedin
Pembroke School (Oamaru),Oamaru
Five Forks School,Waitaki
Flagswamp School,Waikouaiti
George Street Normal School,Dunedin
Goldfields School (Cromwell),Cromwell
Grants Braes School,Dunedin
Green Island School,Dunedin
Halfway Bush School,Dunedin
Hampden School,Hampden
Hawea Flat School,Wanaka
Heriot School,Tapanui
Kaikorai School,Dunedin
Kaitangata School,Kaitangata
Kakanui School,Kakanui
Karitane School,Karitane
Lee Stream School,Outram
Macandrew Bay School,Dunedin
Macraes Moonlight School,Palmerston
Maheno School,Maheno
Makarora Primary School,Wanaka
Maori Hill School,Dunedin
Millers Flat School,Millers Flat
Milton School,Milton
Mornington School,Dunedin
Elmgrove School,Mosgiel
Musselburgh School,Dunedin
North East Valley Normal School,Dunedin
Oamaru Intermediate,Oamaru
Oamaru North School,Oamaru
Omakau School,Omakau
Omarama School,Omarama
Opoho School,Dunedin
Outram School,Outram
Palmerston School,Palmerston
Papakaio School,Oamaru
Pine Hill School (Dunedin),Dunedin
Poolburn School,Oturehua
Port Chalmers School,Port Chalmers
Portobello School,Dunedin
Purakaunui School,Purakanui
Ravensbourne School,Dunedin
Romahapa School,Balclutha
Rosebank School (Balclutha),Balclutha
Sacred Heart School (Dunedin),Dunedin
Sara Cohen School,Dunedin
Sawyers Bay School,Port Chalmers
St Bernadette's School (Forbury),Dunedin
St Brigids School (Tainui),Dunedin
St Francis Xavier School (Mornington),Dunedin
St Gerard's School (Alexandra),Alexandra
St John's School (Ranfurly),Ranfurly
St Joseph's School (Oamaru),Oamaru
St Joseph's School (Balclutha),Balclutha
St Joseph's Cathedral School,Dunedin
St Joseph's School (Port Chalmers),Port Chalmers
St Leonard's School (Dunedin),Dunedin
St Mary's School (Dunedin),Dunedin
St Mary's School (Milton),Milton
St Mary's School (Mosgiel),Mosgiel
St Peter Chanel School (Green Island),Dunedin
St Clair School,Dunedin
Stirling School,Stirling
Strath Taieri School,Middlemarch
Tahakopa School,Owaka
Tahuna Normal Intermediate,Dunedin
Taieri Beach School,Brighton
Tainui School,Dunedin
Tapanui School,Tapanui
Tarras School,Tarras
The Terrace School (Alexandra),Alexandra
Tokoiti School,Milton
Totara School,Alma
Waihola District School,Waihola
Waikoikoi School,Waikoikoi
Waikouaiti School,Waikouaiti
Waitahuna School,Waitahuna
Waitati School,Waitati
Waiwera South School,Waiwera South
Wakari School,Dunedin
Warepa School,Balclutha
Warrington School,Warrington
Weston School,Weston
Arrowtown School,Arrowtown
Balfour School,Balfour
Hillside Primary School,Browns
Hauroko Valley Primary School,Tuatapere
Dipton School,Dipton
East Gore School,Gore
Edendale School (Southland),Edendale
Garston School,Garston
Glenham School,Wyndham
Glenorchy School,Glenorchy
Gore Main School,Gore
Gorge Road School,Invercargill
Halfmoon Bay School,Stewart Island
Heddon Bush School,Winton
Hedgehope School,Invercargill
Invercargill Middle School,Invercargill
Windsor North School,Invercargill
Isla Bank School,Otautau
Knapdale School,Gore
Limehills School,Limehills
Lochiel School,Lochiel
Longford Intermediate,Gore
Lumsden School,Lumsden
Makarewa School,Invercargill
Mararoa School,Te Anau
Mataura School,Mataura
Mossburn School,Mossburn
Myross Bush School,Myross Bush
Otama School,Gore
Otatara School,Invercargill
Otautau School,Otautau
Pukerau School,Gore
Queenstown School,Queenstown
Rimu School,Invercargill
Riversdale School,Riversdale
Riverton School,Riverton
Ruru Special School,Invercargill
Sacred Heart School (Waikiwi),Invercargill
Salford School,Invercargill
St Joseph's School (Queenstown),Queenstown
St Joseph's School (Invercargill),Invercargill
St Mary's School (Gore),Gore
St Patrick's School (Nightcaps),Nightcaps
St Patrick's School (Invercargill),Invercargill
St Teresa's School (Bluff),Bluff
St Theresa's School (Invercargill),Invercargill
St Thomas School (Winton),Winton
Te Anau School,Te Anau
Te Tipua School,Gore
Thornbury School,Riverton
Tisbury School,Invercargill
Tokanui School,Tokanui
Tuturau Primary School,Gore
Waianiwa School,Invercargill
Waihopai School,Invercargill
Waikaia School,Waikaia
Waikaka School,Gore
Wallacetown School,Wallacetown
Waverley Park School,Invercargill
West Gore School,Gore
Winton School,Winton
Woodlands Full Primary School,Invercargill
Wyndham School,Wyndham
Balmoral S D A School,Auckland
Carncot Independent School,Palmerston North
Hadlow Preparatory School,Masterton
Hamilton Seventh-Day Adventist School,Hamilton
Parkside Christian S D A School,Napier
Hereworth School,Havelock North
Hohepa School,Napier
Huntley School (Marton),Marton
Southland Adventist Christian School,Invercargill
Kings School (Remuera),Auckland
Liberton Christian School,Dunedin
Medbury Preparatory School,Christchurch
Miramar Christian School,Wellington
Nelson College For Girls Prep School,Nelson
Nelson College (Prep.Dept.),Nelson
New Plymouth S D A School,New Plymouth
South City Christian School,Hamilton
Palmerston North Adventist Christian School,Palmerston North
Rotorua S D A School,Rotorua
St George's Preparatory School,Whanganui
St John's Girls' School (Invercargill),Invercargill
St Joseph's School (Rangiora),Rangiora
Saint Kentigern Boys' School,Auckland
St Mark's Church School (Mt Victoria),Wellington
St Mark's School (Christchurch),Christchurch
St Michael's Church School,Christchurch
Selwyn House School,Christchurch
South Auckland S D A School,Auckland
Southwell School,Hamilton
Tamariki School,Christchurch
Tauranga Adventist School,Tauranga
Te Pi'ipi'inga Kakano Mai Rangiatea,New Plymouth
Timatanga Community School,Waitakere
Waihi School,Winchester
Wellesley College,Lower Hutt
Wellington S D A School,Porirua
Waitakere S D A School,Auckland
Whangarei Adventist Christian School,Whangarei
Blind and Low Vision Education Network NZ,Auckland
Westbridge Residential School,Auckland
Hutt International Boys' School,Upper Hutt
TKKM o Te Atihaunui-A-Paparangi,Whanganui
Hare Krishna School,Riverhead
TKKM o Otara,Manukau
TKKM o Nga Maungarongo,Auckland
TKKM o Mangere,Auckland
TKKM o Manawatu,Palmerston North
TKKM o Te Rito,Otaki
TKKM o Waitaha,Christchurch
Te Wharekura o Arowhenua,Invercargill
TKKM o Tokomaru,Tokomaru Bay
TKKM o Tamarongo,Opunake
TKKM o Tamaki Nui A Rua,Dannevirke
TKKM o Kaikohe,Kaikohe
Te KKM o Puau Te Moananui-a-Kiwa,Auckland
TKKM o Manurewa,Auckland
TKKM o Whakarewa I Te Reo Ki Tuwharetoa,Taupo
Golden Sands School,Papamoa
Te Matauranga,Auckland
Tahatai Coast School,Tauranga
Snells Beach Primary School,Snells Beach
Somerville Intermediate School,Auckland
Whangaparaoa College,Stanmore Bay
Remarkables Primary School,Queenstown
Hobsonville Point Primary School,Auckland
Gulf Harbour School,Whangaparaoa
Point View School,Auckland
Waiheke Primary School,Waiheke Island
Alfriston College,Auckland
Botany Downs Secondary College,Auckland
Pinehill School (Browns Bay),Auckland
Summerland Primary,Auckland
Kohia Terrace School,Auckland
Te Akau ki Papamoa Primary School,Tauranga
Endeavour School,Hamilton
Randwick Park School,Auckland
Selwyn Ridge School,Tauranga
Oteha Valley School,Auckland
The Gardens School,Manukau
Albany Junior High School,Auckland
Upper Harbour Primary School,Auckland
Willowbank School (Howick),Auckland
Baverstock Oaks School,Auckland
Te Wharekura o Mauao,Tauranga
Papamoa College,Tauranga
Lemonwood Grove School,Rolleston
Garin College,Nelson
Rototuna Primary School,Hamilton
Hobsonville Point Secondary School,Auckland
Reremoana Primary School,Auckland
Clearview Primary,Rolleston
Pyes Pa West School (Proposed opening date: 28 January 2019),Tauranga
Wigram Primary School Te Piki Kahu (Proposed opening date: 1 January 2018 ),Christchurch
Lincoln South Primary School (Proposed opening date: 1 January 2019),
Flat Bush South East School (Proposed opening date: 1 January 2019 ),Auckland
Wakatipu High Frankton Flats (Proposed opening date: 1 January 2018),Queenstown
Matua Ngaru School (Proposed opening date: 1 February 2019),Kumeu
Sylvester Primary School (Proposed opening date: 1 January 2019 ),Hamilton
Jireh School (Proposed opening date: 1 January 2018),Auckland
Te Rangihakaka Centre for Science and Technology (Proposed ),
Blue Light Senior Boys High School (Proposed),Wairakei
